name_csv,BSPA_ID,status_csv,name_shape,BHI_ID,country,date_est,mpa_area_km2,eez_area_km2
Kungsbackafjorden,113,Designated_and_managed,Kungsbackafjorden,1,Sweden,30.9.2008,78.77,6739.5362
Hoburgs Bank,115,Designated_and_managed,Hoburgs Bank,20,Sweden,16.9.2008,1226.71,21941.00756
Hoburgs Bank,115,Designated_and_managed,Hoburgs Bank,26,Sweden,16.9.2008,1226.71,27456.05692
Fladen,118,Designated_and_managed,Fladen,1,Sweden,30.9.2008,103.95,6739.5362
Lilla Middelgrund,119,Designated_and_managed,Lilla Middelgrund,1,Sweden,30.9.2008,178.64,6739.5362
Curonian Spit National Park,122,Designated_and_managed,Curonian Spit National Park,23,Lithuania,23.4.1991,273.39,6139.73941
Curonian Spit National Park,122,Designated_and_managed,Curonian Spit National Park,22,Lithuania,23.4.1991,273.39,9466.30104
Pajuris Regional Park,123,Designated_and_managed,Pajuris Regional Park,23,Lithuania,24.9.1992,58.7,6139.73941
Nemunas Delta Regional Park,124,Designated_and_managed,Nemunas Delta Regional Park,23,Lithuania,24.9.1992,289.53,6139.73941
Nemunas Delta Regional Park,124,Designated_and_managed,Nemunas Delta Regional Park,22,Lithuania,24.9.1992,289.53,9466.30104
The state Baltic sea marine reserve,125,Designated,The state Baltic sea marine reserve,23,Lithuania,25.5.2005,140.27,6139.73941
Davids Banke,126,Designated_and_managed,Bornholm: Davids Banke,15,Denmark,14.7.2005,8.38,7152.79836
Sk<e6>lskoer Fjord og havet og kysten mellem Agersoe og Gl<e6>noe,128,Designated_and_managed,Skælskør Fjord og havet og kysten mellem Agersø og Glænø,3,Denmark,22.8.2005,185,10369.11323
Saltholm og omliggende hav,129,Designated_and_managed,Saltholm og omliggende hav,12,Denmark,14.7.2005,72.18,6272.53375
Saltholm og omliggende hav,129,Designated_and_managed,Saltholm og omliggende hav,6,Denmark,14.7.2005,72.18,588.38712
"Stavns Fjord, Samsoe Oesterflak og Nordby Hede",130,Designated_and_managed,"Stavns Fjord, Samsø Østerflak og Nordby Hede",3,Denmark,14.7.2005,156.63,10369.11323
Hesseloe med omliggende stenrev,131,Designated_and_managed,Hesselø med omliggende stenrev,2,Denmark,14.7.2005,42,15300.69996
"Alborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites",133,Designated_and_managed,"Ålborg Bugt, Randers Fjord and Mariager Fjord, Birdprotection sites",2,Denmark,14.7.2005,721.97,15300.69996
Herthas Flak,137,Designated_and_managed,Herthas Flak,2,Denmark,14.7.2005,13.8,15300.69996
	Bothnian Bay National Park,139,Designated_and_managed,Perämeren kansallispuisto /Bothnian Bay National Park,42,Finland,19.9.2005,158.9,14930.90472
	Outer Bothnian Threshold Archipelago (The Quark),140,Designated,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),38,Finland,19.9.2005,1281.62,28136.78846
	Outer Bothnian Threshold Archipelago (The Quark),140,Designated,Merenkurkun saaristo /Outer Bothnian Threshold Archipelago (The Quark),40,Finland,19.9.2005,1281.62,4932.99666
	Oura Archipelago,141,Designated,Ouran saaristo /Oura Archipelago,38,Finland,19.9.2005,30.73,28136.78846
	Uusikaupunki Archipelago,142,Designated,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,36,Finland,19.9.2005,559.92,12405.68538
	Uusikaupunki Archipelago,142,Designated,Uudenkaupungin saaristo/ Uusikaupunki Archipelago,38,Finland,19.9.2005,559.92,28136.78846
	Archipelago Sea,143,Designated,Saaristomeri /Archipelago Sea,36,Finland,19.9.2005,598.42,12405.68538
	Archipelago Sea,143,Designated,Saaristomeri /Archipelago Sea,30,Finland,19.9.2005,598.42,9800.24404
	Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,144,Designated_and_managed,Tammisaaren ja Hangon saariston ja Pohjanpitäjänlahden merensuojelualue /Tammisaari and Hanko Archipelago-and Pojo Bay marine proteciton area,32,Finland,19.9.2005,526.3,9549.67733
	Eastern Gulf of Finland Archipelago and waters,145,Designated_and_managed,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,32,Finland,19.9.2005,956.28,9549.67733
	Eastern Gulf of Finland Archipelago and waters,145,Designated_and_managed,Itäisen Suomenlahden saaristo ja vedet/ Eastern Gulf of Finland Archipelago and waters,33,Finland,19.9.2005,956.28,11571.59858
	Hailuoto northshore,147,Designated,"Hailuoto, pohjoisranta/ Hailuoto northshore",42,Finland,19.9.2005,36.71,14930.90472
Kirkkosalmi,148,Designated,Kirkkosalmi,42,Finland,19.9.2005,10.19,14930.90472
Isomatala-Maasyvaenlahti,149,Designated,Isomatala-Maasyvänlahti,42,Finland,19.9.2005,15.31,14930.90472
	Liminganlahti,150,Designated,Liminka Bay /Liminganlahti,42,Finland,19.9.2005,118.23,14930.90472
	Rahja Archipelago,151,Designated_and_managed,Rahjan saaristo/Rahja Archipelago,42,Finland,19.9.2005,83.81,14930.90472
	Kokkola Archipelago,152,Designated_and_managed,Kokkolan saaristo/Kokkola Archipelago,42,Finland,22.11.2006,149.55,14930.90472
	Luoto Archipelago,153,Designated_and_managed,Luodon saaristo/Luoto Archipelago,42,Finland,19.9.2005,144.57,14930.90472
	Uusikaarlepyy Archipelago,154,Designated,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,42,Finland,19.9.2005,32.1,14930.90472
	Uusikaarlepyy Archipelago,154,Designated,Uudenkaarlepyyn saaristo /Uusikaarlepyy Archipelago,40,Finland,19.9.2005,32.1,4932.99666
	Naerpioe Archipelago,155,Designated,Närpiön saaristo /Närpiö Archipelago,38,Finland,19.9.2005,118.28,28136.78846
	Kristiinankaupunki Archipelago,156,Designated,Kristiinankaupungin saaristo /Kristiinankaupunki Archipelago,38,Finland,19.9.2005,80.59,28136.78846
	Tulliniemi bird protection area,157,Designated,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,36,Finland,19.9.2005,25.66,12405.68538
	Tulliniemi bird protection area,157,Designated,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,32,Finland,19.9.2005,25.66,9549.67733
	Tulliniemi bird protection area,157,Designated,Tulliniemen linnustonsuojelualue/ Tulliniemi bird protection area,30,Finland,19.9.2005,25.66,9800.24404
	Kirkkonummi Archipelago,158,Designated,Kirkkonummen saaristo/ Kirkkonummi Archipelago,32,Finland,19.9.2005,17.5,9549.67733
	Soederskaer and Langoeren Archipelago,159,Designated,Söderskärin ja Långörenin saaristo /Söderskär and Långören Archipelago,32,Finland,19.9.2005,182.19,9549.67733
	Porvoonjoki estuary-Stensboele,160,Designated,Porvoonjoen suisto - Stensböle /Porvoonjoki estuary-Stensböle,32,Finland,19.9.2005,13.31,9549.67733
	Pernajabay and Pernaja Archipelago marine protection areas,161,Designated,Pernajanlahtien ja Pernajan saariston merensuojelualue /Pernajabay and Pernaja Archipelago marine protection areas,32,Finland,22.11.2006,657.55,9549.67733
NA,171,NA,Walkyriengrund,10,Germany,1.3.2009,22.24,3438.82204
Pommersche Bucht-Roennebank,172,Designated,Pommersche Bucht-Rönnebank,13,Germany,1.4.2004,2090.18,7071.49776
Pommersche Bucht-Roennebank,172,Designated,Pommersche Bucht-Rönnebank,16,Germany,1.4.2004,2090.18,2566.81091
Pommersche Bucht-Roennebank,172,Designated,Pommersche Bucht-Rönnebank,17,Germany,1.4.2004,2090.18,17334.97259
"Kustenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",173,Designated,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",3,Germany,1.4.2009,233.62,10369.11323
"Kustenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",173,Designated,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",4,Germany,1.4.2009,233.62,140.98877
"Kustenbereiche Flensburger Foerde von Flensburg bis Geltinger Birk, Flengurger Foerde",173,Designated,"Küstenbereiche Flensburger Förde von Flensburg bis Geltinger Birk, Flengurger Förde",8,Germany,1.4.2009,233.62,2079.47971
Schlei incl. Schleimunde und vorgelagerter Flachgrunde,174,Designated,Schlei incl. Schleimünde und vorgelagerter Flachgründe,8,Germany,1.2.2006,174.34,2079.47971
"Eckernfoerder Bucht mit Flachgrunden, Sudkuste der Eckernfoerder Bucht und vorgelagerte Flachgrunde",175,Designated,"Eckernförder Bucht mit Flachgründen, Südküste der Eckernförder Bucht und vorgelagerte Flachgründe",8,Germany,1.3.2009,203.02,2079.47971
"Kustenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgrunde, Oestlichen Kieler Bucht",176,Designated,"Küstenlandschaft Bottsand - Marzkamp u. vorgelagerte Flachgründe, Östlichen Kieler Bucht",8,Germany,1.3.2009,1420.03,2079.47971
"Staberhuk, Grossenbrode Meeresbereiche, Wagrien, Sagas-Bank",177,Designated,"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",10,Germany,1.3.2009,460.55,3438.82204
"Staberhuk, Grossenbrode Meeresbereiche, Wagrien, Sagas-Bank",177,Designated,"Staberhuk, Großenbrode Meeresbereiche, Wagrien, Sagas-Bank",8,Germany,1.3.2009,460.55,2079.47971
NA,178,NA,Ostseeküste am Brodtener Ufer,10,Germany,1.3.2009,20.84,3438.82204
NA,180,NA,Fehmarnbelt,7,Germany,21.5.2008,279.92,1208.87616
NA,180,NA,Fehmarnbelt,10,Germany,21.5.2008,279.92,3438.82204
NA,180,NA,Fehmarnbelt,8,Germany,21.5.2008,279.92,2079.47971
NA,181,NA,Kadetrinne,12,Germany,1.4.2004,100.07,6272.53375
NA,181,NA,Kadetrinne,9,Germany,1.4.2004,100.07,1144.29301
NA,181,NA,Kadetrinne,13,Germany,1.4.2004,100.07,7071.49776
NA,181,NA,Kadetrinne,10,Germany,1.4.2004,100.07,3438.82204
Ertholmene,184,Designated_and_managed,Bornholm: Ertholmene,15,Denmark,14.7.2005,12.56,7152.79836
Kirkegrund,185,Designated_and_managed,Kirkegrund,3,Denmark,22.8.2005,17.61,10369.11323
Havet og kysten mellem Karreb<e6>k Fjord og Knudshoved Odde,186,Designated_and_managed,Havet og kysten mellem Karrebæk Fjord og Knudshoved Odde,3,Denmark,22.8.2005,188.71,10369.11323
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand",187,Designated_and_managed,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",9,Denmark,22.8.2005,778.48,1144.29301
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand",187,Designated_and_managed,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",3,Denmark,22.8.2005,778.48,10369.11323
"Smalandsfarvandet nord for Lolland, Guldborg Sund, Boetoe Nor og Hyllekrog-Roedsand",187,Designated_and_managed,"Smålandsfarvandet nord for Lolland, Guldborg Sund, Bøtø Nor og Hyllekrog-Rødsand",7,Denmark,22.8.2005,778.48,1208.87616
Kronoeren,189,Designated_and_managed,Kronören,37,Sweden,16.9.2008,58.34,31735.90809
Axmar,190,Designated_and_managed,Axmar,37,Sweden,16.9.2008,72.25,31735.90809
Bulleroe-Bytta,191,Designated_and_managed,Bullerö-Bytta,29,Sweden,16.9.2008,143.85,17728.40167
Vaernanaes Archipelago,192,Designated_and_managed,Värnanäs Archipelago,26,Sweden,6.10.2008,15.52,27456.05692
Lundakrabukten,193,Designated_and_partly_managed,Lundåkrabukten,5,Sweden,30.9.2008,19.63,612.66514
Hallands Vaederoe,194,Designated_and_managed,Hallands Väderö,1,Sweden,30.9.2008,18.36,6739.5362
Vaeinameri,207,Designated,Väinameri,28,Estonia,1.4.2009,2712.97,10774.55332
Vaeinameri,207,Designated,Väinameri,31,Estonia,1.4.2009,2712.97,11841.39906
Havet omkring Nordre Roenner,188,Designated_and_managed,Havet omkring Nordre Rønner,2,Denmark,14.7.2005,185.35,15300.69996
L<e6>soe Trindel og Toenneberg Banke,136,Designated_and_managed,Læsø Trindel og Tønneberg Banke,2,Denmark,14.7.2005,86.5970019531,15300.69996
Store Middelgrund,132,Designated_and_managed,Store Middelgrund,2,Denmark,14.7.2005,21.37,15300.69996
Store Middelgrund,132,Designated_and_managed,Store Middelgrund,1,Denmark,14.7.2005,21.37,6739.5362
"Hirsholmene, havet vest herfor og Ellinge A's udloeb",135,Designated_and_managed,"Hirsholmene, havet vest herfor og Ellinge Å's udløb",2,Denmark,14.7.2005,95,15300.69996
Strandenge pa L<e6>soe og havet syd herfor,134,Designated_and_managed,Strandenge på Læsø og havet syd herfor,2,Denmark,14.7.2005,1027.14,15300.69996
Ainazi-Salacgriva,303,Designated,Ainazi-Salacgriva,28,Latvia,16.1.2013,71.13,10774.55332
Ainazi-Salacgriva,303,Designated,Ainazi-Salacgriva,27,Latvia,16.1.2013,71.13,7993.91788
Akmensrags,308,Designated,Akmensrags,24,Latvia,16.1.2013,258.29,20977.58487
Irbes saurums,307,Designated,Irbes saurums,25,Latvia,16.1.2013,1724.12,5414.05646
Irbes saurums,307,Designated,Irbes saurums,28,Latvia,16.1.2013,1724.12,10774.55332
Irbes saurums,307,Designated,Irbes saurums,24,Latvia,16.1.2013,1724.12,20977.58487
Irbes saurums,307,Designated,Irbes saurums,27,Latvia,16.1.2013,1724.12,7993.91788
Nida-Perkone,309,Designated,Nida-Perkone,24,Latvia,16.1.2013,367.03,20977.58487
Selga uz rietumiem no Tujas,305,Designated,Selga uz rietumiem no Tujas,27,Latvia,16.1.2013,586,7993.91788
Vitrupe-Tuja,304,Designated,Vitrupe-Tuja,27,Latvia,16.1.2013,35.77,7993.91788
Rigas lica rietumu piekraste,306,Designated,Rigas lica rietumu piekraste,27,Latvia,16.1.2013,1321.72,7993.91788
Lawica Slupska,87,Designated,Lawica Slupska,17,Poland,31.12.2009,800.50296875,17334.97259
Anholt og havet nord for,244,Designated_and_managed,Anholt og havet nord for,2,Denmark,6.4.2009,478.78,15300.69996
Centrale Storeb<e6>lt og Vresen,249,Designated_and_managed,Centrale Storebælt og Vresen,3,Denmark,10.9.2009,623.11,10369.11323
Kursiu Marios Biosphere Polygon,310,Designated_and_managed,Kursiu Marios Biosphere Polygon,23,Lithuania,17.9.2009,311.38,6139.73941
Kursiu Marios Biosphere Polygon,310,Designated_and_managed,Kursiu Marios Biosphere Polygon,22,Lithuania,17.9.2009,311.38,9466.30104
Baltic Sea Biosphere Polygon,311,Designated,Baltic Sea Biosphere Polygon,23,Lithuania,23.5.2013,319.59,6139.73941
Baltic Sea Biosphere Polygon,311,Designated,Baltic Sea Biosphere Polygon,22,Lithuania,23.5.2013,319.59,9466.30104
